where,где,adverb
info,информация,noun
rights,Права,noun
public,публичный,adjective
books,книги,noun
high,высокий,adjective
school,школа,noun
through,через,adverb
each,каждый,article
links,ссылки,noun
she,она,pronoun
review,обзор,noun
years,годы,noun
order,заказ,noun
very,очень,adverb
privacy,конфиденциальность,noun
book,книга,noun
items,предметы,noun
company,компания,noun
read,читать,verb
group,группа,noun
need,нуждаться,verb
many,много,adjective
user,пользователь,noun
said,сказал,verb
does,делает,other
set,набор,verb
under,под,preposition
general,общий,adjective
research,исследовать,noun
university,университет,noun
january,январь,proper noun
mail,почта,noun
full,полный,adjective
map,карта,noun
reviews,обзоры,noun
program,программа,noun
life,жизнь,noun
know,знать,verb
games,игры,noun
way,способ,noun
days,дни,noun
management,управление,noun
part,часть,noun
could,мог,other
great,большой,adjective
united,объединенная,adjective
hotel,отель,noun
real,настоящий,adjective
f,фон,proper noun
item,элемент,noun
international,международный,adjective
center,центр,noun
must,должен,other
store,магазин,noun
travel,путешествовать,noun
comments,Комментарии,noun
made,сделал,verb
development,разработка,noun
report,отчет,noun
off,выключенный,adverb
member,член,noun
details,подробности,noun
line,линия,noun
terms,условия,noun
before,до,adverb
hotels,отели,noun
did,делал,other
send,отправлять,verb
right,верно,adjective
type,тип,noun
because,потому что,adverb
local,местный,adjective
those,те,pronoun
using,с использованием,verb
results,результаты,noun
office,офис,noun
education,образование,noun
national,национальный,adjective
car,машина,noun
design,дизайн,noun
take,брать,verb
posted,опубликовано,verb
internet,интернет,noun
address,адрес,noun
community,сообщество,noun
within,в пределах,preposition
states,государства,noun
area,область,noun
want,хотеть,verb
phone,телефон,noun
shipping,перевозки,noun
reserved,сдержанный,verb
subject,предмет,noun
between,между,preposition
forum,форум,noun
family,семья,noun
long,длинный,adjective
based,основанный на,verb
code,код,noun
show,показывать,verb
even,даже,adverb
black,черный,adjective
check,проверять,verb
special,особенный,adjective
prices,цены,noun
index,индекс,noun
being,существование,other
women,женщины,noun
much,много,adverb
sign,знак,verb
file,файл,noun
link,связь,noun
open,открыть,adjective
today,сегодня,noun
technology,технология,noun
south,юг,noun
case,случай,noun
project,проект,noun
same,такой же,adjective
pages,страницы,noun
version,версия,noun
section,раздел,noun
own,собственный,adjective
found,найденный,verb
sports,спорт,noun
house,дом,noun
related,связанный,adjective
security,безопасность,noun
both,оба,article
county,графство,noun
american,американец,adjective
photo,фото,noun
game,игра,noun
members,члены,noun
power,власть,noun
while,пока,subordinating conjunction
care,уход,noun
network,сеть,noun
down,вниз,adverb
computer,компьютер,noun
systems,система,noun
three,три,number
total,общий,adjective
place,место,verb
end,конец,noun
following,следующий,verb
download,скачать,verb
h,час,proper noun
him,ему,pronoun
without,без,preposition
per,перемещение,preposition
access,доступ,noun
think,думать,verb
north,север,adverb
resources,ресурсы,noun
current,текущий,adjective
posts,посты,noun
big,большой,adjective
law,закон,noun
control,контроль,noun
water,вода,noun
history,история,noun
pictures,картинки,noun
size,размер,noun
art,искусство,noun
personal,личный,adjective
since,с,adverb
including,включая,verb
guide,гид,noun
shop,магазин,noun
directory,каталог,noun
board,доска,noun
location,расположение,noun
change,изменять,verb
white,белый,adjective
text,текст,noun
small,маленький,adjective
rating,рейтинг,noun
rate,ставка,noun
government,правительство,noun
children,дети,noun
during,в течение,preposition
USA,США,proper noun
return,возвращаться,verb
students,студенты,noun
shopping,покупки,noun
account,счет,noun
times,раз,noun
sites,сайты,noun
level,уровень,noun
digital,цифровой,adjective
profile,профиль,noun
previous,предыдущий,adjective
form,форма,noun
events,события,noun
love,любовь,verb
old,старый,adjective
John,Джон,proper noun
main,основной,adjective
call,вызов,verb
hours,часы,noun
image,изображение,noun
department,отделение,noun
title,заголовок,noun
description,описание,noun
not,не,interjection
insurance,страхование,noun
another,другой,article
why,почему,adverb
shall,должен,other
property,свойство,noun
class,сорт,noun
cd,диск,proper noun
still,все еще,adverb
money,деньги,noun
quality,качество,noun
every,каждый,article
listing,список,noun
content,содержание,noun
country,страна,noun
private,частный,adjective
little,маленький,adjective
visit,посещать,verb
save,сохранять,verb
tools,инструменты,noun
low,низкий,adjective
reply,отвечать,verb
customer,клиент,noun
december,декабрь,proper noun
compare,сравнивать,verb
movies,фильмы,noun
include,включать,verb
college,колледж,noun
value,ценить,noun
article,статья,noun
man,мужчина,noun
card,карта,noun
jobs,рабочие места,noun
provide,предоставлять,verb
food,еда,noun
source,источник,noun
author,автор,noun
different,другой,adjective
press,нажимать,noun
learn,учиться,verb
sale,распродажа,noun
around,вокруг,adverb
print,печать,verb
course,курс,noun
job,работа,noun
Canada,Канада,proper noun
process,процесс,noun
teen,подростка,noun
room,комната,noun
stock,запас,noun
training,обучение,noun
too,слишком,adverb
credit,кредит,noun
point,точка,noun
join,присоединиться,verb
science,наука,noun
men,мужчина,noun
categories,категории,noun
advanced,передовой,adjective
west,западный,proper noun
sales,продажа,noun
look,смотреть,verb
english,английский,proper noun
left,левый,adjective
team,команда,noun
estate,имущество,noun
box,коробка,noun
conditions,условия,noun
select,выбирать,verb
windows,окна,noun
photos,фото,noun
gay,гей,adjective
thread,нить,noun
week,неделя,noun
category,категория,noun
note,примечание,noun
live,жить,adjective
large,большой,adjective
gallery,галерея,noun
table,стол,noun
register,зарегистрировать,verb
however,однако,adverb
june,июнь,proper noun
october,октябрь,proper noun
november,ноябрь,proper noun
market,рынок,noun
library,библиотека,noun
really,действительно,adverb
action,действие,noun
start,начинать,verb
series,ряд,noun
model,модель,noun
features,функции,noun
air,воздух,noun
industry,промышленность,noun
plan,план,noun
human,человек,adjective
provided,предоставил,verb
tv,телевидение,noun
yes,да,interjection
required,необходимый,verb
second,второй,adverb
hot,горячий,adjective
accessories,аксессуары,noun
cost,расходы,noun
movie,фильм,noun
forums,форумы,noun
march,маршировать,proper noun
september,сентябрь,proper noun
better,лучше,adjective
say,сказать,verb
questions,вопросы,noun
july,июль,proper noun
going,идущий,verb
medical,медицинский,adjective
test,тест,noun
friend,друг,noun
come,приходить,verb
study,изучать,noun
application,приложение,noun
cart,тележка,noun
staff,персонал,noun
articles,статьи,noun
feedback,обратная связь,noun
again,снова,adverb
play,играть,verb
looking,смотрящий,verb
issues,проблемы,noun
april,апрель,proper noun
never,никогда,adverb
users,пользователи,noun
complete,полный,adjective
street,улица,noun
topic,тема,noun
comment,комментарий,noun
financial,финансовый,adjective
things,вещи,noun
working,работающий,verb
against,против,preposition
standard,стандартный,adjective
tax,налоговый,noun
person,человек,noun
below,ниже,adverb
mobile,мобильный,adjective
less,меньше,adjective
got,получил,verb
blog,блог,noun
party,вечеринка,noun
payment,оплата,noun
equipment,оборудование,noun
login,авторизоваться,noun
student,студент,noun
let,позволять,verb
programs,программы,noun
offers,предложения,verb
legal,юридический,adjective
above,выше,adverb
recent,недавний,adjective
park,парк,noun
stores,магазины,noun
side,сторона,noun
act,действовать,verb
problem,проблема,noun
red,красный,adjective
give,давать,verb
memory,память,noun
performance,производительность,noun
social,социальная,adjective
august,август,proper noun
quote,цитировать,noun
language,язык,noun
story,история,noun
sell,продавать,verb
options,параметры,noun
experience,опыт,noun
rates,ставки,noun
create,создавать,verb
key,ключ,noun
body,тело,noun
young,молодой,adjective
America,Америка,proper noun
important,важный,adjective
field,поле,noun
few,немного,adjective
east,восток,adverb
paper,бумага,noun
single,одинокий,adjective
age,возраст,noun
activities,деятельность,noun
club,клуб,noun
example,пример,noun
girls,девушки,noun
additional,дополнительный,adjective
password,пароль,noun
latest,последний,adjective
something,что-нибудь,pronoun
road,дорога,noun
gift,подарок,noun
question,вопрос,noun
changes,изменения,noun
night,ночь,noun
ca,калифорнийский,other
hard,жесткий,adjective
Texas,Техас,proper noun
oct,октябрь,other
pay,платить,noun
four,четыре,number
poker,покер,noun
status,статус,noun
browse,просматривать,verb
issue,проблема,noun
range,диапазон,noun
building,здание,noun
seller,продавец,noun
court,суд,noun
february,февраль,proper noun
always,всегда,adverb
result,результат,noun
audio,аудио,noun
light,свет,noun
write,писать,verb
war,война,noun
nov,ноябрь,proper noun
offer,предложение,verb
blue,синий,adjective
groups,группа,noun
easy,легкий,adjective
given,данный,verb
files,файлы,noun
event,событие,noun
release,выпускать,noun
analysis,анализ,noun
request,запрос,noun
China,Китай,proper noun
making,изготовление,verb
picture,картина,noun
needs,потребности,verb
possible,возможный,adjective
might,мощь,other
professional,профессионал,adjective
yet,еще,adverb
month,месяц,noun
major,главный,adjective
star,звезда,noun
areas,районы,noun
future,будущее,noun
space,космос,noun
committee,комитет,noun
hand,рука,noun
sun,солнце,noun
cards,карты,noun
problems,проблемы,noun
London,Лондон,proper noun
Washington,Вашингтон,proper noun
meeting,встреча,noun
become,становиться,verb
interest,интерес,noun
child,ребенок,noun
keep,держать,verb
enter,входить,verb
California,Калифорния,proper noun
porn,порно,noun
share,делиться,noun
similar,похожий,adjective
garden,сад,noun
schools,школы,noun
million,миллион,number
added,добавлен,verb
reference,ссылка,noun
companies,компании,noun
listed,в списке,verb
baby,малыш,noun
learning,обучение,noun
energy,энергия,noun
run,бегать,noun
delivery,доставка,noun
net,сеть,noun
popular,популярный,adjective
term,срок,noun
film,фильм,noun
stories,истории,noun
put,помещать,verb
computers,компьютеры,noun
journal,журнал,noun
reports,Отчеты,noun
co,сопутствующий,noun
try,пытаться,verb
welcome,добро пожаловать,interjection
central,центральный,adjective
images,изображения,noun
president,президент,noun
notice,уведомление,noun
god,бог,noun
original,оригинал,adjective
head,голова,noun
radio,радио,noun
until,до,preposition
cell,клетка,noun
color,цвет,noun
self,себя,noun
council,совет,noun
away,прочь,adverb
includes,включает,verb
track,отслеживать,noun
Australia,Австралия,proper noun
discussion,дискуссия,noun
archive,архив,noun
once,один раз,adverb
others,другие,noun
entertainment,развлечение,noun
agreement,соглашение,noun
format,формат,noun
least,наименее,adjective
society,общество,noun
months,месяцы,noun
log,бревно,noun
safety,безопасность,noun
friends,друзья,noun
sure,конечно,adjective
trade,торговля,noun
edition,версия,noun
cars,машины,noun
messages,сообщения,noun
marketing,маркетинг,noun
tell,рассказывать,verb
further,дальше,adjective
updated,обновлено,verb
association,ассоциация,noun
able,способный,adjective
having,имея,verb
provides,обеспечивает,verb
David,Дэйвид,proper noun
fun,веселье,noun
already,уже,adverb
green,зеленый,adjective
studies,Исследования,noun
close,закрывать,verb
common,общий,adjective
drive,водить машину,verb
specific,специфический,adjective
several,несколько,adjective
gold,золото,noun
feb,февраль,proper noun
living,жизнь,verb
sep,сентябрь,proper noun
collection,коллекция,noun
called,называется,verb
short,короткий,adjective
arts,искусство,noun
lot,много,noun
ask,просить,verb
display,отображать,noun
limited,ограничен,adjective
powered,приводимый в действие,verb
solutions,решения,noun
means,означает,noun
director,директор,noun
daily,ежедневно,adverb
beach,пляж,noun
past,прошлое,adjective
natural,естественный,adjective
whether,ли,subordinating conjunction
due,должный,adjective
electronics,электроника,noun
five,пять,number
upon,на,preposition
period,период,noun
planning,планирование,noun
database,база данных,noun
says,говорит,verb
official,официальный,adjective
weather,погода,noun
mar,марта,proper noun
land,земля,noun
average,средний,adjective
done,сделанный,verb
technical,технический,adjective
window,окно,noun
France,Франция,proper noun
pro,профиль,noun
region,область,noun
island,остров,noun
record,записывать,noun
direct,прямой,adjective
conference,конференция,noun
environment,среда,noun
records,записи,noun
st,ул,proper noun
district,округ,noun
calendar,календарь,noun
costs,расходы,verb
style,стиль,noun
front,передний,noun
statement,заявление,noun
update,обновлять,noun
parts,части,noun
aug,август,proper noun
ever,всегда,adverb
downloads,загрузки,noun
early,рано,adjective
miles,мили,noun
sound,звук,noun
resource,ресурс,noun
present,подарок,adjective
applications,приложения,noun
either,или,other
ago,назад,adverb
document,документ,noun
word,слово,noun
works,Работа,noun
material,материал,noun
bill,счет,noun
apr,апрель,proper noun
written,написано,verb
talk,разговаривать,verb
federal,федеральный,adjective
hosting,хостинг,verb
rules,правила,noun
final,финал,adjective
adult,взрослый,noun
tickets,Билеты,noun
thing,вещь,noun
centre,центр,noun
requirements,требования,noun
via,с помощью,adverb
cheap,дешевый,adjective
nude,обнаженная,noun
kids,дети,noun
finance,финансы,noun
true,истинный,adjective
minutes,минуты,noun
else,еще,adverb
mark,отметка,noun
third,третий,adjective
rock,камень,noun
gifts,подарки,noun
europe,Европа,proper noun
reading,чтение,noun
topics,темы,noun
bad,плохой,adjective
individual,индивидуальный,noun
tips,советы,noun
plus,плюс,other
auto,авто,noun
cover,крышка,verb
usually,обычно,adverb
edit,редактировать,noun
together,вместе,adverb
videos,Видео,noun
percent,процент,noun
fast,быстрый,adjective
function,функция,noun
fact,факт,noun
unit,единица,noun
getting,получающий,verb
global,глобальный,adjective
tech,технический,noun
meet,встретиться,verb
far,далеко,adverb
economic,экономический,adjective
player,игрок,noun
projects,проекты,noun
lyrics,тексты песен,noun
often,часто,adverb
subscribe,подписаться,verb
submit,представлять на рассмотрение,verb
Germany,Германия,proper noun
amount,количество,noun
watch,смотреть,verb
included,Включен,verb
feel,чувствовать,verb
though,хотя,adverb
bank,банк,noun
risk,риск,noun
thanks,спасибо,noun
everything,все,pronoun
deals,сделки,noun
various,различный,adjective
words,слова,noun
jul,июль,proper noun
production,производство,noun
commercial,коммерческий,adjective
James,Джеймс,noun
weight,масса,noun
town,город,noun
heart,сердце,noun
advertising,реклама,noun
received,полученный,verb
choose,выбирать,verb
treatment,уход,noun
archives,архив,noun
points,точки,noun
knowledge,знание,noun
magazine,журнал,noun
error,ошибка,noun
camera,камера,noun
jun,июнь,proper noun
girl,девочка,noun
currently,в настоящее время,adverb
construction,строительство,noun
toys,игрушки,noun
registered,зарегистрированный,verb
clear,прозрачный,adjective
golf,гольф,noun
receive,получать,verb
domain,домен,noun
methods,методы,noun
chapter,глава,noun
makes,производит,verb
protection,защита,noun
policies,политики,noun
loan,заем,noun
wide,широкий,adjective
beauty,красота,noun
manager,менеджер,noun
India,Индия,proper noun
position,позиция,noun
taken,взятый,verb
sort,сортировка,noun
listings,списки,noun
models,модели,noun
Michael,Майкл,proper noun
known,известный,verb
half,половина,noun
cases,случаи,noun
step,шаг,noun
engineering,инженерный,noun
Florida,Флорида,proper noun
simple,простой,adjective
quick,быстрый,adjective
none,никто,pronoun
wireless,беспроводной,noun
license,лицензия,noun
Paul,Пол,proper noun
friday,пятница,proper noun
lake,озеро,noun
whole,весь,adjective
annual,ежегодный,adjective
published,опубликовано,verb
later,позже,adverb
basic,базовый,adjective
shows,шоу,noun
corporate,корпоративный,adjective
google,Google,proper noun
church,церковь,noun
method,метод,noun
purchase,покупка,noun
customers,клиенты,noun
active,активный,adjective
response,ответ,noun
practice,упражняться,noun
hardware,аппаратное обеспечение,noun
figure,фигура,noun
materials,материалы,noun
fire,огонь,noun
holiday,праздничный день,noun
chat,чат,noun
enough,достаточно,adjective
designed,спроектирован,verb
along,вдоль,adverb
among,среди,preposition
death,смерть,noun
writing,письмо,noun
speed,скорость,noun
html,HTML,proper noun
countries,страны,noun
loss,потеря,noun
face,лицо,verb
brand,бренд,noun
discount,скидка,noun
higher,выше,adjective
effects,эффекты,noun
created,созданный,verb
remember,помнить,verb
standards,стандарты,noun
oil,масло,noun
bit,кусочек,noun
yellow,желтый,adjective
political,политический,adjective
increase,увеличивать,noun
advertise,рекламировать,verb
kingdom,королевство,noun
base,база,noun
near,около,adverb
environmental,относящийся к окружающей среде,adjective
thought,мысль,verb
stuff,вещи,noun
french,французский,adjective
storage,хранилище,noun
Japan,Япония,proper noun
doing,делает,verb
loans,кредиты,noun
shoes,обувь,noun
entry,вход,noun
stay,оставаться,verb
nature,природа,noun
orders,приказ,noun
availability,доступность,noun
Africa,Африка,proper noun
summary,краткое содержание,noun
turn,повернуть,noun
mean,иметь в виду,verb
growth,рост,noun
notes,примечания,noun
agency,агентство,noun
king,король,noun
monday,понедельник,proper noun
european,европейский,adjective
activity,активность,noun
copy,копия,noun
although,хотя,subordinating conjunction
drug,лекарство,noun
pics,фото,noun
western,западный,adjective
income,доход,noun
force,сила,verb
cash,наличные,noun
employment,работа,noun
overall,общий,adverb
bay,залив,proper noun
river,река,noun
commission,комиссия,noun
ad,объявление,noun
package,упаковка,noun
contents,содержимое,noun
seen,видимый,verb
players,игроки,noun
engine,двигатель,noun
port,порт,noun
album,альбом,noun
regional,региональный,adjective
stop,останавливаться,verb
supplies,запасы,noun
started,начал,verb
administration,администрация,noun
bar,бар,noun
institute,институт,noun
views,виды,noun
plans,планы,noun
double,двойной,adjective
dog,собака,noun
build,строить,verb
screen,экран,noun
exchange,обмен,noun
types,типы,noun
soon,скоро,adverb
sponsored,спонсируется,verb
lines,линии,noun
electronic,электронный,adjective
continue,продолжать,verb
across,через,adverb
benefits,преимущества,noun
needed,нужный,verb
season,сезон,noun
apply,применять,verb
someone,кто-то,pronoun
held,держал,verb
anything,что-либо,pronoun
printer,принтер,noun
condition,состояние,noun
effective,эффективная,adjective
believe,полагать,verb
organization,организация,noun
effect,эффект,noun
asked,спросил,verb
eur,евро,noun
mind,разум,verb
sunday,воскресенье,proper noun
selection,выбор,noun
casino,казино,noun
lost,потерянный,verb
tour,тур,noun
menu,меню,noun
volume,объем,noun
cross,крест,noun
anyone,любой,pronoun
mortgage,ипотека,noun
hope,надеяться,verb
silver,серебро,noun
corporation,корпорация,noun
wish,желание,noun
inside,внутри,adverb
solution,решение,noun
mature,зрелый,adjective
role,роль,noun
rather,скорее,adverb
weeks,недели,noun
addition,добавление,noun
came,пришел,verb
supply,поставлять,noun
nothing,ничего,pronoun
certain,определенный,adjective
executive,исполнительный,adjective
running,бег,noun
lower,ниже,adjective
necessary,необходимый,adjective
union,союз,noun
jewelry,ювелирные изделия,noun
according,согласно,verb
clothing,одежда,noun
particular,особый,adjective
fine,отлично,adjective
names,имена,noun
Robert,Роберт,proper noun
hour,час,noun
gas,газ,noun
skills,навыки,noun
six,шесть,number
bush,куст,proper noun
islands,Острова,noun
advice,совет,noun
career,карьера,noun
military,военный,adjective
rental,прокат,noun
decision,решение,noun
leave,оставлять,verb
british,британский,adjective
teens,тинейджеры,noun
pre,предварительный,noun
huge,огромный,adjective
sat,сидящий,verb
woman,женщина,noun
facilities,удобства,noun
zip,молния,noun
bid,делать ставку,noun
kind,добрый,noun
sellers,Продавцы,noun
middle,середина,adjective
move,двигаться,verb
cable,кабель,noun
opportunities,возможности,noun
taking,принимающий,verb
values,ценности,noun
division,разделение,noun
coming,приходящий,verb
tuesday,вторник,proper noun
object,объект,noun
appropriate,соответствующий,adjective
machine,машина,noun
logo,логотип,noun
length,длина,noun
actually,на самом деле,adverb
nice,хороший,adjective
score,счет,noun
statistics,статистика,noun
client,клиент,noun
ok,хорошо,interjection
returns,возврат,verb
capital,капитал,noun
follow,следовать,verb
sample,образец,noun
investment,инвестиции,noun
sent,отправил,verb
shown,показано,verb
saturday,суббота,proper noun
Christmas,Рождество,proper noun
England,Англия,proper noun
culture,культура,noun
band,группа,noun
flash,вспышка,noun
lead,вести,verb
George,Джордж,proper noun
choice,выбор,noun
went,шел,verb
starting,начинающий,verb
registration,регистрация,noun
thursday,четверг,proper noun
courses,курсы,noun
consumer,потребитель,noun
hi,привет,interjection
airport,аэропорт,noun
foreign,иностранный,adjective
artist,художник,noun
outside,снаружи,adverb
furniture,мебель,noun
levels,уровни,noun
channel,канал,noun
letter,письмо,noun
mode,режим,noun
phones,телефоны,noun
ideas,идеи,noun
wednesday,среда,proper noun
structure,структура,noun
fund,фонд,noun
summer,лето,noun
allow,позволять,verb
degree,степень,noun
contract,договор,noun
button,кнопка,noun
releases,выпуски,noun
wed,обвенчались,proper noun
homes,дома,noun
super,супер,adverb
male,мужской,adjective
matter,иметь значение,noun
custom,обычай,noun
Virginia,Вирджиния,proper noun
almost,почти,adverb
took,взял,verb
located,расположенный,verb
multiple,несколько,adjective
asian,азиатский,adjective
distribution,распределение,noun
editor,редактор,noun
inn,гостиница,noun
industrial,промышленное,adjective
cause,причина,noun
potential,потенциал,adjective
song,песня,noun
focus,фокус,verb
late,поздно,adjective
fall,падать,noun
featured,показан,verb
idea,идея,noun
rooms,номера,noun
female,женский,adjective
responsible,ответственный,adjective
inc,внедорожник,proper noun
communications,коммуникации,noun
win,победить,verb
associated,связанный,verb
Thomas,Томас,proper noun
primary,начальный,adjective
cancer,рак,noun
numbers,числа,noun
reason,причина,noun
tool,инструмент,noun
browser,браузер,noun
spring,весна,noun
foundation,фундамент,noun
answer,отвечать,noun
voice,голос,noun
eg,например,proper noun
friendly,дружелюбно,adjective
schedule,расписание,noun
documents,документы,noun
communication,коммуникация,noun
purpose,цель,noun
feature,особенность,noun
bed,кровать,noun
comes,приходит,verb
police,полиция,noun
everyone,каждый,pronoun
independent,независимый,adjective
approach,подход,noun
cameras,камеры,noun
brown,коричневый,adjective
physical,физический,adjective
operating,работа,noun
hill,холм,noun
maps,карты,noun
medicine,лекарство,noun
deal,иметь дело,noun
hold,держать,verb
ratings,рейтинги,noun
Chicago,Чикаго,proper noun
forms,формы,noun
glass,стекло,noun
happy,счастливый,adjective
Smith,Смит,proper noun
wanted,в розыске,verb
developed,развитый,verb
thank,благодарить,verb
safe,безопасный,adjective
unique,уникальный,adjective
survey,опрос,noun
prior,прежний,adjective
telephone,телефон,noun
sport,спорт,noun
ready,готовый,adjective
feed,кормить,verb
animal,животное,noun
sources,источники,noun
Mexico,Мексика,proper noun
population,население,noun
regular,обычный,adjective
secure,безопасный,adjective
navigation,навигация,noun
operations,операции,noun
therefore,поэтому,adverb
ass,жопа,noun
simply,просто,adverb
evidence,доказательство,noun
station,станция,noun
christian,христианский,adjective
round,круглый,adjective
favorite,любимый,adjective
understand,понимать,verb
option,вариант,noun
master,владелец,noun
valley,долина,noun
recently,недавно,adverb
probably,вероятно,adverb
rentals,аренда,noun
sea,море,noun
built,построенный,verb
publications,публикации,noun
blood,кровь,noun
cut,резать,verb
worldwide,во всем мире,adverb
improve,улучшать,verb
connection,связь,noun
publisher,издатель,noun
hall,зал,noun
larger,более крупный,adjective
networks,сети,noun
earth,земля,noun
parents,родители,noun
impact,влияние,verb
transfer,передача,verb
introduction,введение,noun
kitchen,кухня,noun
strong,сильный,adjective
Carolina,Каролина,proper noun
wedding,свадьба,noun
properties,характеристики,noun
hospital,больница,noun
ground,земля,noun
overview,Обзор,noun
ship,корабль,noun
accommodation,размещение,noun
owners,владельцы,noun
disease,болезнь,noun
excellent,отличный,adjective
paid,оплаченный,verb
Italy,Италия,proper noun
perfect,идеальный,adjective
hair,волосы,noun
opportunity,возможность,noun
kit,набор,noun
classic,классик,adjective
basis,основа,noun
command,командование,noun
cities,города,noun
William,Уильям,proper noun
express,выражать,noun
anal,анальный,adjective
award,премия,noun
distance,расстояние,noun
tree,дерево,noun
Peter,Петр,proper noun
assessment,оценка,noun
ensure,гарантировать,verb
thus,таким образом,adverb
wall,стена,noun
involved,вовлеченный,verb
extra,дополнительный,adjective
especially,особенно,adverb
interface,интерфейс,noun
partners,партнеры,noun
budget,бюджет,noun
rated,рейтинг,verb
guides,гиды,noun
success,успех,noun
maximum,максимум,noun
operation,операция,noun
existing,существующий,verb
quite,довольно,adverb
selected,выбран,verb
boy,мальчик,interjection
Amazon,Амазонка,proper noun
patients,пациенты,noun
restaurants,рестораны,noun
beautiful,красивый,adjective
warning,предупреждение,noun
wine,вино,noun
locations,локации,noun
horse,лошадь,noun
vote,голосование,noun
forward,вперед,adjective
flowers,цветы,noun
stars,звезда,noun
significant,значительный,adjective
lists,списки,noun
technologies,технологии,noun
owner,владелец,noun
retail,розничная торговля,noun
animals,животные,noun
useful,полезный,adjective
directly,напрямую,adverb
manufacturer,производитель,noun
ways,пути,noun
est,стандартное восточное время,proper noun
son,сын,noun
providing,обеспечение,verb
rule,правило,noun
housing,жилье,noun
takes,принимает,verb
bring,приносить,verb
catalog,каталог,noun
searches,поиск,noun
max,максимум,noun
trying,пытающийся,verb
mother,мать,noun
authority,власть,noun
considered,обдуманный,verb
told,сказал,verb
traffic,трафик,noun
programme,программа,noun
joined,присоединился,verb
input,вход,noun
strategy,стратегия,noun
feet,ноги,noun
agent,агент,noun
valid,действительный,adjective
modern,современный,adjective
senior,старший,adjective
Ireland,Ирландия,proper noun
sexy,сексуально,adjective
teaching,преподавание,noun
door,дверь,noun
grand,гранд,adjective
testing,тестирование,noun
trial,пробный,noun
charge,заряжать,noun
units,единицы,noun
instead,вместо,adverb
canadian,канадский,adjective
cool,прохладный,adjective
normal,нормальный,adjective
wrote,написал,verb
enterprise,предприятие,noun
ships,корабли,noun
entire,весь,adjective
educational,образовательный,adjective
md,доктор медицинских наук,proper noun
leading,ведущий,verb
metal,металл,noun
positive,положительный,adjective
fitness,фитнес,noun
chinese,китайский,adjective
opinion,мнение,noun
Asia,Азия,proper noun
football,футбол,noun
abstract,абстрактный,adjective
uses,использование,verb
output,выход,noun
funds,фонды,noun
greater,больше,adjective
likely,вероятный,adjective
develop,развивать,verb
employees,сотрудники,noun
artists,художники,noun
alternative,альтернатива,adjective
processing,обработка,noun
responsibility,ответственность,noun
resolution,разрешение,noun
guest,гость,noun
seems,кажется,verb
publication,публикация,noun
pass,проходить,verb
relations,отношения,noun
trust,доверять,verb
van,фургон,proper noun
contains,содержит,verb
session,сессия,noun
multi,мульти,noun
photography,фотография,noun
Republic,Республика,noun
fees,сборы,noun
components,компоненты,noun
vacation,отпуск,noun
century,век,noun
academic,академический,noun
assistance,помощь,noun
completed,завершенный,verb
